('2017-04-16 23:55:06', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/b60a0pnswZ_—_ https://t.co/srpCAHlFeO'),,,,,
('2017-04-16 23:55:06', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/8nMFOtuSMy_—_ https://t.co/GIaEstqDTZ'),,,,,
('2017-04-16 23:55:06', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/fIA49BzIlW_—_ https://t.co/DvN05aWZDB'),,,,,
('2017-04-16 23:43:10', '$JPM:\n\nPNC Financial: When Do You Buy This 6.2% Capital Return Bank?:\n\nhttps://t.co/KGemKSFr3B'),,,,,
('2017-04-16 23:33:18', 'RT @KevinRKelly_: Yes @MariaBartiromo! Banks $JPM $C could not move the needle last week. TECH earnings will determine mkt move this week w_—_'),,,,,
('2017-04-16 23:29:07', 'Yes @MariaBartiromo! Banks $JPM $C could not move the needle last week. TECH earnings will determine mkt move this_—_ https://t.co/KUDuAS35k7'),,,,,
('2017-04-16 23:26:39', 'RT @CBOE: Earnings: $JPM $WFC $C $BAC $NFLX. Plus $TSLA May puts @AngieMiles w @OptionPit #FrenchElection &amp; $VIX https://t.co/sPjAL5oqX_—_'),,,,,
('2017-04-16 23:22:41', 'RT @420WeedStreet: $SPY #MOAB  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN $SNA_—_'),,,,,
('2017-04-16 23:19:50', '$SPY #MOAB  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN_—_ https://t.co/YC0PXVgenc'),,,,,
('2017-04-16 22:49:26', 'RT @OphirGottlieb: $JPM For you option premium sellers there is edge in JPM options https://t.co/SNHV8rFnuI https://t.co/Z4f1u5tWsG'),,,,,
('2017-04-16 22:46:31', 'RT @OphirGottlieb: $JPM For you option premium sellers there is edge in JPM options https://t.co/SNHV8rFnuI https://t.co/Z4f1u5tWsG'),,,,,
